path	bucket	invoked_by	compiled_by	justification
forge-control/src/lib/engine-session.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/excalidraw-build.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/excalidraw-extract.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/excalidraw-graph.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/excalidraw-plan.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/executor-completion-guard.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/gemini-argv-limit.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/gemini-qa-cli.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/layout-splits.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/memory-graph.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/memory-index-health.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/memory-prefetch.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/memory-ranking.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/memory-search.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/migration-numbers.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/migrations.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/nginx-parser.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/perplexity-cli.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/pipeline-health.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/pipeline-transitions.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/plan-corpus.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/project-reconcile.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/project-status-reconcile.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/project-tick.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/projects-board-limit.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/proxy-route.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/r1871-subagent-recovery.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/r20-smoke-arming.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/redis-probe.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/reminder-dedup.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/reminder-retention.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/reminder-text.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/research-browser-cli.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/run-control-rules.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/run-control-surface.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/schedule-metrics.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/schedule-source.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/secret-store.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/skills-protected.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/source-hygiene.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/spend-filters.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/takeover-ticket.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/task-graph-replay.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/task-graph.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/team-plan-splitter.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/tier-inherit.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/uploads-index.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/uploads-serving.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/usage-sampler.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/usage-wall.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/vault-routes.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/vault.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control/src/lib/verify-control-plane-script.test.ts	LIVE-WIRED	gates-808.sh:255 (pnpm test -> tsx --test src/lib/*.test.ts)	N/A	captured by forge-control's non-recursive test glob
forge-control-web/app/desktop/goals/quick-add.test.ts	LIVE-ORPHAN	NOTHING	N/A	forge-control-web/package.json has no test script at all; not matched by forge-control's src/lib/*.test.ts glob
forge-control-web/app/desktop/map/mapTree.test.ts	LIVE-ORPHAN	NOTHING	N/A	forge-control-web/package.json has no test script at all; not matched by forge-control's src/lib/*.test.ts glob
forge-control-web/app/desktop/spend-skew.test.ts	LIVE-ORPHAN	NOTHING	N/A	forge-control-web/package.json has no test script at all; not matched by forge-control's src/lib/*.test.ts glob
scripts/ops/canvas	NOT-A-CHECK	NOTHING	N/A	CLI utility (draws on Excalidraw surface); no extension, missed by this audit's own initial ls *.{ts,tsx,sh,cjs,py,mjs} filter -- found only by a second pass over the raw directory listing
